Region,Country,Year,"Births per 1,000 population","Deaths per 1,000 population","Net Number of Migrants per 1,000 population",Rate of natural increase (percent),Growth rate (percent),Population,Births,Deaths,Net Number of Migrants,Natural Increase,Population Change
Africa,Kenya,1997,35.2,11.3,0.1,2.38,2.39,28513632,1003110,323345,2281,679765,682046
Africa,Lesotho,1988,35.1,9.9,-7.2,2.52,1.8,1644841,57767,16251,-11876,41516,29640
Africa,Lesotho,1989,34.4,9.6,-7.1,2.48,1.77,1674022,57586,16037,-11886,41549,29664
Africa,Lesotho,1990,33.7,9.3,-7,2.44,1.74,1703257,57451,15874,-11872,41577,29705
Africa,Lesotho,1991,33.1,9.1,-6.9,2.4,1.72,1732498,57363,15766,-11885,41597,29712
Africa,Lesotho,1992,32.5,9,-6.7,2.36,1.68,1761713,57291,15785,-11874,41506,29632
Africa,Lesotho,1993,32,8.9,-6.6,2.3,1.64,1790788,57234,15974,-11873,41260,29387
Africa,Lesotho,1994,31.5,9,-6.5,2.24,1.59,1819497,57223,16448,-11881,40775,28894
Africa,Lesotho,1995,31,9.4,-6.4,2.16,1.52,1847573,57256,17293,-11880,39963,28083
Africa,Lesotho,1996,30.9,10,-12.4,2.09,0.84,1869054,57660,18691,-23214,38970,15756
Africa,Lesotho,1997,30.8,11,-12.1,1.98,0.78,1883539,58013,20644,-22734,37369,14635
Africa,Liberia,1988,47.9,17.4,2.2,3.04,3.27,2382311,114017,41500,5289,72518,77806
Africa,Liberia,1989,47.8,17.2,2.2,3.06,3.28,2461630,117715,42315,5440,75400,80840
Africa,Liberia,1990,47.9,16.8,-328.5,3.11,-29.74,2178140,104246,36593,-715475,67653,-647822
Africa,Liberia,1991,31.6,16.5,40.6,1.52,5.58,1907431,60351,31377,77423,28974,106397
Africa,Liberia,1992,34.9,14.3,27.1,2.06,4.77,2008546,70138,28803,54512,41336,95848
Africa,Liberia,1993,38.3,14.3,2.7,2.4,2.68,2084336,79830,29723,5649,50107,55756
Africa,Liberia,1994,41.7,14.4,-68.8,2.73,-4.15,2069284,86227,29777,-142305,56450,-85855
Africa,Liberia,1995,45,14.9,16.7,3.01,4.68,2074910,93288,30854,34672,62434,97106
Africa,Liberia,1996,48.2,15.1,-27.2,3.31,0.59,2129757,102548,32053,-57887,70495,12608
Africa,Liberia,1997,51.1,15.5,120.7,3.56,15.63,2317085,118380,35984,279672,82396,362068
Africa,Libya,1988,34,6.3,0,2.78,2.78,3883238,132030,24270,0,107760,107760
Africa,Libya,1989,32.9,5.9,0,2.7,2.7,3990977,131383,23666,0,107716,107716
Africa,Libya,1990,31.8,5.6,0,2.62,2.62,4098435,130330,23115,0,107215,107215
Africa,Libya,1991,30.6,5.4,0,2.53,2.53,4205118,128803,22624,0,106179,106179
Africa,Libya,1992,29.4,5.1,0,2.43,2.43,4310510,126772,22156,0,104616,104616
Africa,Libya,1993,28.1,4.9,0,2.32,2.32,4414050,124167,21717,0,102450,102450
Africa,Libya,1994,27.7,4.7,0,2.29,2.29,4517088,124988,21366,0,103622,103622
Africa,Libya,1995,27.2,4.6,-16.1,2.26,0.66,4583908,124682,20994,-73709,103688,29979
Africa,Libya,1996,26.8,4.4,-16,2.23,0.64,4613639,123461,20438,-73588,103023,29435
Africa,Libya,1997,26.2,4.3,2.3,2.19,2.43,4685156,122892,20146,10870,102745,113615
Africa,Madagascar,1988,45.8,16,0,2.98,2.98,10957343,501518,175427,0,326091,326091
Africa,Madagascar,1989,45.7,15.8,0,2.99,2.99,11289164,515463,177804,0,337659,337659
Africa,Madagascar,1990,45.6,15.5,0,3.01,3.01,11632868,530110,180309,0,349800,349800
Africa,Madagascar,1991,45.4,15.3,0,3.02,3.02,11988712,544767,182948,0,361819,361819
Africa,Madagascar,1992,45.3,15,0,3.03,3.03,12356680,559510,185474,0,374037,374037
Africa,Madagascar,1993,44.5,14.2,0,3.03,3.03,12736607,566906,181115,0,385792,385792
Africa,Madagascar,1994,43.8,13.5,0,3.03,3.03,13128410,574368,176577,0,397791,397791
Africa,Madagascar,1995,43,12.7,0,3.03,3.03,13532361,582297,172267,0,410031,410031
Africa,Madagascar,1996,42.3,12.1,0,3.03,3.03,13948484,590160,168079,0,422081,422081
Africa,Madagascar,1997,41.6,11.4,0,3.02,3.02,14376599,598210,164037,0,434173,434173
Africa,Malawi,1988,48.7,19,24.3,2.97,5.4,8500739,413561,161174,206228,252387,458615
Africa,Malawi,1989,48.6,18.8,20.7,2.98,5.05,8956112,435357,168464,185302,266892,452194
Africa,Malawi,1990,48.5,18.7,8.2,2.98,3.8,9359819,454232,175309,76283,278923,355205
Africa,Malawi,1991,48.4,18.8,2.1,2.97,3.18,9691444,469260,181715,20449,287545,307994
Africa,Malawi,1992,48.3,18.8,4.2,2.95,3.37,10014226,483487,188368,42360,295119,337479
Africa,Malawi,1993,48.1,18.8,-37.4,2.93,-0.81,10141863,488128,191073,-379407,297055,-82352
Africa,Malawi,1994,47.9,18.9,-66.4,2.9,-3.74,9915102,475231,187693,-658759,287538,-371221
Africa,Malawi,1995,47.7,19.1,-12.6,2.86,1.61,9808275,468149,187338,-123192,280811,157619
Africa,Malawi,1996,47.6,18.4,-3.4,2.92,2.58,10016046,476563,184295,-34355,292268,257913
Africa,Malawi,1997,47.4,17.8,-3.3,2.97,2.63,10280296,487697,182886,-34336,304811,270475
Africa,Mali,1988,52,20.1,-10.1,3.18,2.17,8138605,422882,163830,-82200,259052,176852
Africa,Mali,1989,51.7,19.6,-8.1,3.21,2.41,8327162,430514,163046,-67200,267468,200268
Africa,Mali,1990,51.3,19,-7.9,3.23,2.44,8531420,437832,162438,-67228,275394,208167
Africa,Mali,1991,51.1,18.5,-11.1,3.25,2.14,8729066,445793,161750,-96893,284044,187151
Africa,Mali,1992,50.8,18.4,-15.6,3.25,1.69,8897685,452091,163273,-138715,288819,150104
Africa,Mali,1993,50.6,18.2,-10.4,3.24,2.2,9072598,458983,164940,-94446,294043,199597
Africa,Mali,1994,50.4,18,-17,3.24,1.54,9243615,465971,166293,-157326,299678,142352
Africa,Mali,1995,50.3,17.8,1.7,3.24,3.41,9476561,476481,169062,16110,307420,323530
Africa,Mali,1996,50.2,17.7,-6.1,3.26,2.65,9767669,490728,172399,-59680,318328,258648
Africa,Mali,1997,50.2,17.4,-5,3.28,2.78,10036744,503644,174138,-50083,329506,279423
Africa,Mauritania,1988,43.3,18,-1.6,2.53,2.37,1848504,80096,33292,-2995,46804,43810
Africa,Mauritania,1989,43,17.1,-9.5,2.59,1.64,1885828,81109,32267,-17991,48843,30852
Africa,Mauritania,1990,42.5,16.3,-1.6,2.62,2.47,1924978,81812,31358,-3003,50454,47451
Africa,Mauritania,1991,42.1,15.5,-1.5,2.66,2.51,1973430,83042,30608,-3000,52434,49434
Africa,Mauritania,1992,41.7,14.8,16.9,2.68,4.37,2042816,85083,30254,34503,54829,89332
Africa,Mauritania,1993,41.2,14.1,2.9,2.71,3,2119242,87292,29966,6209,57325,63535
Africa,Mauritania,1994,40.7,13.5,2.4,2.72,2.96,2183335,88884,29519,5306,59365,64670
Africa,Mauritania,1995,40.3,12.9,-10.3,2.74,1.71,2234790,90129,28896,-22996,61233,38237
Africa,Mauritania,1996,39.9,12.4,-12.7,2.75,1.48,2270682,90555,28111,-28906,62444,33538
Africa,Mauritania,1997,39.4,11.9,-3.5,2.75,2.4,2315223,91243,27482,-8196,63761,55565
Africa,Mauritius,1988,20,6.6,-4.8,1.34,0.85,1044942,20857,6876,-5058,13981,8924
Africa,Mauritius,1989,20.6,6.8,-6.3,1.39,0.76,1053403,21742,7153,-6594,14590,7995
Africa,Mauritius,1990,21.3,6.6,-6.8,1.47,0.79,1061598,22601,7028,-7176,15574,8397
Africa,Mauritius,1991,20.7,6.6,-3.1,1.42,1.11,1071723,22195,7031,-3312,15165,11853
Africa,Mauritius,1992,21.1,6.5,-1.4,1.46,1.32,1084809,22900,7019,-1562,15882,14319
Africa,Mauritius,1993,20.3,6.8,-1.4,1.36,1.22,1098641,22324,7438,-1549,14887,13338
Africa,Mauritius,1994,19.5,6.7,-2.1,1.29,1.08,1111297,21704,7401,-2334,14302,11969
Africa,Mauritius,1995,18.4,6.7,-1.3,1.17,1.04,1123115,20609,7469,-1471,13140,11669
Africa,Mauritius,1996,18.1,6.8,0,1.13,1.13,1135344,20493,7675,-45,12818,12773
Africa,Mauritius,1997,17.3,7,1.2,1.03,1.15,1148350,19855,7981,1355,11874,13229
Africa,Morocco,1988,32.6,7.8,-4.5,2.48,2.03,23086484,753081,180075,-103889,573007,469117
Africa,Morocco,1989,31.1,7.3,-4.4,2.38,1.94,23549802,732870,171443,-103855,561427,457573
Africa,Morocco,1990,29.6,6.8,-4.3,2.28,1.85,23999967,710399,163440,-103920,546959,443039
Africa,Morocco,1991,28.1,6.4,-4.3,2.16,1.74,24433716,685610,156864,-103843,528746,424902
Africa,Morocco,1992,27.6,6.1,-4.2,2.15,1.73,24861078,685917,151901,-103919,534016,430097
Africa,Morocco,1993,27.1,5.9,-4.1,2.12,1.71,25292640,684925,147962,-103953,536963,433010
Africa,Morocco,1994,26.5,5.6,-4.3,2.09,1.66,25723174,682179,144307,-109838,537872,428034
Africa,Morocco,1995,25.9,5.4,-4.4,2.05,1.61,26147598,677484,141197,-115572,536287,420715
Africa,Morocco,1996,25.3,5.2,-4.6,2.01,1.55,26563574,670730,138131,-121396,532600,411204
Africa,Morocco,1997,24.5,5,-4.7,1.95,1.48,26968723,661543,135383,-127023,526160,399137
Africa,Mozambique,1988,46.9,30.8,-29.2,1.62,-1.31,12903657,605698,397304,-377174,208394,-168780
Africa,Mozambique,1989,47,22.2,-18.6,2.48,0.62,12856244,604629,285794,-239126,318835,79709
Africa,Mozambique,1990,47,22.4,-9.7,2.46,1.49,12989180,610621,291477,-125735,319144,193409
Africa,Mozambique,1991,46.9,19.4,-8.9,2.74,1.85,13207757,619180,256759,-117549,362421,244872
Africa,Mozambique,1992,46.7,18.8,-16.3,2.79,1.16,13406479,625546,251908,-218660,373639,154979
Africa,Mozambique,1993,46.3,18.4,29.3,2.8,5.73,13880649,643090,254988,407258,388103,795361
Africa,Mozambique,1994,45.8,17.9,59.7,2.79,8.76,14940225,684262,267878,892230,416384,1308614
Africa,Mozambique,1995,45.5,17.5,7.4,2.8,3.54,15888208,723072,278679,117732,444393,562125
Africa,Mozambique,1996,45.3,17.2,-2.2,2.8,2.59,16383412,741513,282122,-35224,459391,424167
Africa,Mozambique,1997,44.9,16.9,-2.3,2.8,2.57,16811392,755504,284785,-39002,470719,431717
Africa,Namibia,1988,37.9,10.5,25.7,2.75,5.32,1323006,50182,13825,33975,36356,70331
Africa,Namibia,1989,38.2,10.1,28.2,2.81,5.63,1397505,53399,14087,39340,39312,78652
Africa,Namibia,1990,37.9,9.9,1.9,2.8,2.99,1458647,55312,14470,2771,40842,43614
Africa,Namibia,1991,37,10,-1.8,2.7,2.52,1499367,55462,15009,-2639,40453,37814
Africa,Namibia,1992,36.4,10.1,0,2.63,2.63,1538535,56049,15570,31,40479,40510
Africa,Namibia,1993,35.9,10.2,0.3,2.57,2.6,1579302,56729,16156,442,40572,41014
Africa,Namibia,1994,35.5,10.4,0.3,2.51,2.54,1620363,57442,16803,470,40639,41109
Africa,Namibia,1995,35,10.5,0.2,2.45,2.46,1661362,58114,17494,266,40620,40886
Africa,Namibia,1996,34.5,10.7,0.5,2.38,2.42,1702444,58734,18233,766,40501,41267
Africa,Namibia,1997,34,10.9,0.1,2.31,2.32,1743326,59273,19020,244,40253,40497
Africa,Niger,1988,56.8,27,-4.5,2.99,2.53,7399129,420566,199702,-33444,220864,187420
Africa,Niger,1989,56.8,26.7,-1.3,3.01,2.88,7602298,431658,202601,-10111,229057,218946
Africa,Niger,1990,56.6,26.3,-1.2,3.03,2.91,7825471,443078,206123,-9547,236955,227408
Africa,Niger,1991,56.5,26,-1.2,3.04,2.93,8057147,454907,209728,-9266,245179,235913
Africa,Niger,1992,56.3,25.7,-0.9,3.06,2.97,8298180,467271,213346,-7800,253924,246124
Africa,Niger,1993,56.2,25.4,0.3,3.08,3.12,8554483,481104,217284,2566,263820,266387
Africa,Niger,1994,56.1,24.5,-1.1,3.16,3.05,8822062,495182,216405,-10057,278777,268720
Africa,Niger,1995,56,23.7,1.5,3.23,3.38,9110284,510176,216096,13665,294080,307745
Africa,Niger,1996,55.8,22.9,-1,3.29,3.19,9414292,525694,215964,-9508,309730,300222
Africa,Niger,1997,55.6,22.2,-2.1,3.35,3.13,9716696,540637,215516,-20502,325121,304618
Africa,Nigeria,1988,43.9,18.3,-0.1,2.56,2.55,92331569,4050586,1687821,-12003,2362765,2350762
Africa,Nigeria,1989,43.1,18.1,-0.1,2.5,2.49,94684372,4079950,1713787,-11362,2366162,2354800
Africa,Nigeria,1990,42.3,17.9,-0.1,2.44,2.43,97041753,4107777,1738018,-9704,2369760,2360055
Africa,Nigeria,1991,41.6,17.7,-0.1,2.39,2.39,99406734,4134326,1755523,-7953,2378803,2370851
Africa,Nigeria,1992,42,17.5,-0.1,2.45,2.45,101837787,4279224,1781143,-7129,2498081,2490952
Africa,Nigeria,1993,42.4,17.4,-0.1,2.5,2.5,104387403,4429158,1815297,-5219,2613861,2608641
Africa,Nigeria,1994,42.8,17.3,0,2.55,2.55,107053762,4584042,1854171,-4282,2729871,2725589
Africa,Nigeria,1995,43.2,17.3,0,2.59,2.59,109838554,4743927,1896912,-3295,2847015,2843720
Africa,Nigeria,1996,43.5,17.2,0,2.63,2.63,112744016,4908874,1940325,-1127,2968550,2967423
Africa,Nigeria,1997,43.9,17.2,0,2.67,2.67,115773046,5078964,1987823,0,3091140,3091140
Africa,Rwanda,1988,45.9,14.1,5.6,3.18,3.74,6692714,307329,94367,37479,212962,250441
Africa,Rwanda,1989,45,14,2.5,3.1,3.35,6934160,312037,96801,17197,215236,232433
Africa,Rwanda,1990,43.9,13.8,-4.7,3,2.54,7140915,313129,98687,-33419,214442,181022
Africa,Rwanda,1991,42.7,13.7,-6.9,2.91,2.21,7312394,312532,100107,-50529,212425,161896
Africa,Rwanda,1992,41.4,13.6,-0.4,2.79,2.75,7496290,310496,101725,-2924,208772,205848
Africa,Rwanda,1993,40.1,13.5,30.8,2.66,5.75,7823959,313428,105310,241291,208117,449408
Africa,Rwanda,1994,33.9,63.2,-354.1,-2.93,-48.34,6128862,207646,387038,-2170414,-179392,-2349806
Africa,Rwanda,1995,37.3,14.6,88.1,2.28,11.09,5384523,200950,78399,474484,122552,597036
Africa,Rwanda,1996,45.2,15,215.6,3.02,24.58,6479294,292929,97060,1396612,195869,1592481
Africa,Rwanda,1997,43.6,14.9,47.4,2.87,7.6,7563089,329826,112917,358188,216909,575097
Africa,"SaintHelena,Ascension,andTristandaCunha",1988,12.8,5.9,0,0.68,0.68,6588,84,39,0,45,45
Africa,"SaintHelena,Ascension,andTristandaCunha",1989,13.1,6.2,0,0.69,0.69,6634,87,41,0,46,46
Africa,"SaintHelena,Ascension,andTristandaCunha",1990,13.3,6.1,0,0.72,0.72,6681,89,41,0,48,48
Africa,"SaintHelena,Ascension,andTristandaCunha",1991,13.7,6.1,0,0.76,0.76,6730,92,41,0,51,51
Africa,"SaintHelena,Ascension,andTristandaCunha",1992,13.9,6.1,0,0.78,0.78,6782,94,41,0,53,53
Africa,"SaintHelena,Ascension,andTristandaCunha",1993,14,6.1,0,0.79,0.79,6836,96,42,0,54,54
Africa,"SaintHelena,Ascension,andTristandaCunha",1994,14.2,6.1,0,0.81,0.81,6890,98,42,0,56,56
Africa,"SaintHelena,Ascension,andTristandaCunha",1995,14.3,6.1,0,0.82,0.82,6946,99,42,0,57,57
Africa,"SaintHelena,Ascension,andTristandaCunha",1996,14.3,6,0,0.83,0.83,7003,100,42,0,58,58
Africa,"SaintHelena,Ascension,andTristandaCunha",1997,14.3,6.1,0,0.82,0.82,7061,101,43,0,58,58
Africa,SaoTomeandPrincipe,1988,42,13.9,-6.6,2.81,2.16,110939,4659,1538,-729,3122,2393
Africa,SaoTomeandPrincipe,1989,42.3,13.8,-6.4,2.84,2.2,113383,4792,1567,-729,3225,2496
Africa,SaoTomeandPrincipe,1990,42.6,13.8,-6.3,2.88,2.25,115933,4933,1599,-729,3334,2605
Africa,SaoTomeandPrincipe,1991,42.9,13.8,-6.2,2.91,2.3,118598,5085,1633,-729,3452,2723
Africa,SaoTomeandPrincipe,1992,43.2,13.7,-13.9,2.95,1.56,120905,5219,1655,-1675,3564,1890
Africa,SaoTomeandPrincipe,1993,43.6,13.6,-13.6,3,1.63,122854,5356,1676,-1675,3681,2006
Africa,SaoTomeandPrincipe,1994,44.1,13.6,-13.4,3.04,1.7,124921,5503,1701,-1674,3801,2127
Africa,SaoTomeandPrincipe,1995,44.5,13.2,-13.2,3.13,1.82,127140,5660,1677,-1674,3983,2309
Africa,SaoTomeandPrincipe,1996,44.9,12.8,-12.9,3.21,1.91,129534,5810,1655,-1674,4154,2481
Africa,SaoTomeandPrincipe,1997,45,12.4,-12.7,3.26,1.99,132090,5944,1637,-1674,4307,2634
Africa,Senegal,1988,47.6,14.2,-6.2,3.34,2.72,6912574,329039,97882,-43065,231156,188091
Africa,Senegal,1989,47.1,14,0.7,3.32,3.39,7127287,335909,99568,4989,236341,241330
Africa,Senegal,1990,46.5,13.8,-5.6,3.27,2.71,7347606,341664,101103,-41294,240561,199267
Africa,Senegal,1991,45.9,13.6,-4.1,3.24,2.83,7553972,346803,102432,-30896,244371,213475
Africa,Senegal,1992,45.3,13.4,-6.6,3.2,2.54,7759247,351727,103664,-50978,248063,197085
Africa,Senegal,1993,44.8,13.2,-5.7,3.16,2.59,7961004,356335,104767,-45219,251568,206349
Africa,Senegal,1994,44.2,13,-6.3,3.12,2.5,8166145,360944,105833,-51283,255110,203827
Africa,Senegal,1995,43.7,12.8,-4.6,3.09,2.63,8378056,365786,106988,-38874,258798,219924
Africa,Senegal,1996,43.2,12.6,-5.7,3.06,2.49,8594914,370871,108124,-48991,262747,213756
Africa,Senegal,1997,42.7,12.4,-5.7,3.03,2.45,8809850,375740,109242,-50392,266498,216106
Africa,Seychelles,1988,23.7,7.3,-3.9,1.65,1.26,69195,1643,504,-268,1139,871
Africa,Seychelles,1989,22.9,8.1,-3.8,1.48,1.09,70014,1600,566,-268,1034,766
Africa,Seychelles,1990,22.8,7.7,-3.8,1.52,1.14,70800,1617,543,-268,1074,806
Africa,Seychelles,1991,23.8,7.6,-3.7,1.62,1.25,71649,1706,545,-268,1161,893
Africa,Seychelles,1992,22.1,7.2,-3.7,1.49,1.12,72501,1601,522,-268,1079,811
Africa,Seychelles,1993,23,8.1,-3.7,1.49,1.12,73318,1689,597,-268,1092,824
Africa,Seychelles,1994,22.1,7.6,-3.6,1.45,1.09,74133,1636,561,-268,1075,807
Africa,Seychelles,1995,21.1,7,-3.6,1.41,1.05,74931,1582,525,-268,1057,788
Africa,Seychelles,1996,21.3,7.5,-3.5,1.38,1.03,75714,1611,566,-268,1045,777
Africa,Seychelles,1997,19.3,7.9,-3.5,1.14,0.79,76405,1475,603,-268,873,604
Africa,SierraLeone,1988,47.2,23.4,0,2.38,2.38,3967779,187160,92846,0,94314,94314
Africa,SierraLeone,1989,47.4,23.1,0,2.42,2.42,4064153,192519,94004,0,98515,98515
Africa,SierraLeone,1990,47.5,22.9,29.6,2.46,5.42,4228201,200713,96741,124986,103971,228957
Africa,SierraLeone,1991,47,24.6,-26.5,2.24,-0.41,4334898,203610,106552,-115005,97058,-17946
Africa,SierraLeone,1992,46.6,24.2,-58.8,2.24,-3.64,4246282,197664,102718,-249596,94947,-154650
Africa,SierraLeone,1993,46.1,23.8,-54.1,2.23,-3.18,4099669,189036,97736,-221628,91300,-130328
Africa,SierraLeone,1994,45.7,23.6,-48.7,2.21,-2.66,3977955,181594,93760,-193647,87833,-105814
Africa,SierraLeone,1995,45.2,23.3,-42.7,2.18,-2.08,3881436,175363,90593,-165660,84771,-80889
Africa,SierraLeone,1996,44.7,23.2,-36.1,2.15,-1.46,3810500,170329,88251,-137673,82078,-55595
Africa,SierraLeone,1997,44.2,23.2,-29.1,2.1,-0.81,3765211,166460,87240,-109681,79220,-30461
Africa,Somalia,1988,48,19,-61.1,2.9,-3.21,6918288,332009,131447,-422846,200561,-222285
Africa,Somalia,1989,47.9,19.5,-40.5,2.84,-1.21,6766331,324107,131808,-273901,192299,-81602
Africa,Somalia,1990,47.9,19.4,-38.5,2.85,-1,6692038,320348,129892,-257443,190455,-66987
Africa,Somalia,1991,47.4,19.2,-88.2,2.82,-6,6464481,306546,124312,-570361,182234,-388127
Africa,Somalia,1992,39.3,59.5,-30.3,-2.02,-5.04,6116213,240489,363915,-185015,-123425,-308441
Africa,Somalia,1993,40.7,37.2,42.1,0.35,4.56,6101016,248311,226958,256670,21354,278023
Africa,Somalia,1994,42.2,25.1,-9.4,1.72,0.78,6264440,264547,156987,-58698,107560,48863
Africa,Somalia,1995,43.5,18.2,9.6,2.53,3.5,6400722,278431,116365,61703,162066,223769
Africa,Somalia,1996,44.8,18.3,-7.8,2.66,1.88,6574263,294724,120112,-51279,174612,123333
Africa,Somalia,1997,46.1,18.4,6.5,2.76,3.41,6751083,310955,124422,43815,186532,230347
Africa,SouthAfrica,1988,31.2,7.8,-0.2,2.34,2.32,36806859,1146534,285621,-8834,860912,852079
Africa,SouthAfrica,1989,30.3,7.5,-0.2,2.28,2.26,37658393,1141802,281685,-9038,860118,851080
Africa,SouthAfrica,1990,29.5,7.2,-0.5,2.23,2.18,38503254,1135461,278764,-18097,856697,838601
Africa,SouthAfrica,1991,28.5,7.4,-0.5,2.11,2.06,39327903,1122418,292600,-18877,829819,810941
Africa,SouthAfrica,1992,27.6,7.7,-1.3,2,1.87,40107298,1107362,307222,-52139,800141,748001
Africa,SouthAfrica,1993,26.7,7.9,3.4,1.87,2.22,40934648,1090908,323793,139996,767115,907112
Africa,SouthAfrica,1994,25.8,8.2,-6.5,1.76,1.11,41618862,1071686,340858,-268858,730827,461969
Africa,SouthAfrica,1995,24.9,8.5,-2.3,1.64,1.41,42147059,1050305,359093,-96938,691212,594274
Africa,SouthAfrica,1996,24.1,8.9,-4.5,1.52,1.07,42672525,1028408,379359,-192880,649049,456169
Africa,SouthAfrica,1997,23.8,9.3,-0.7,1.45,1.38,43199215,1029005,402617,-29807,626389,596581
Africa,SouthSudan,1988,(NA),(NA),(NA),(NA),(NA),5100482,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,1989,(NA),(NA),(NA),(NA),(NA),5029437,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,1990,(NA),(NA),(NA),(NA),(NA),4959382,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,1991,(NA),(NA),(NA),(NA),(NA),4890303,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,1992,(NA),(NA),(NA),(NA),(NA),4822185,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,1993,(NA),(NA),(NA),(NA),(NA),4807785,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,1994,(NA),(NA),(NA),(NA),(NA),5004476,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,1995,(NA),(NA),(NA),(NA),(NA),5209214,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,1996,(NA),(NA),(NA),(NA),(NA),5422328,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,1997,(NA),(NA),(NA),(NA),(NA),5644161,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1988,(NA),(NA),(NA),(NA),(NA),19598127,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1989,(NA),(NA),(NA),(NA),(NA),20349378,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1990,(NA),(NA),(NA),(NA),(NA),21129427,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1991,(NA),(NA),(NA),(NA),(NA),21939378,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1992,(NA),(NA),(NA),(NA),(NA),22780376,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1993,(NA),(NA),(NA),(NA),(NA),23565247,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1994,(NA),(NA),(NA),(NA),(NA),24107577,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1995,(NA),(NA),(NA),(NA),(NA),24662387,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1996,(NA),(NA),(NA),(NA),(NA),25229966,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1997,(NA),(NA),(NA),(NA),(NA),25810607,(NA),(NA),(NA),(NA),(NA)
Africa,Tanzania,1988,44.1,16.1,-0.6,2.8,2.74,23477486,1035122,377753,-13147,657370,644222
Africa,Tanzania,1989,43.8,15.8,0,2.8,2.8,24137855,1057721,381137,0,676584,676584
Africa,Tanzania,1990,43.6,15.5,-1.6,2.81,2.65,24804769,1080992,384722,-38943,696270,657326
Africa,Tanzania,1991,43.4,15.3,0.9,2.81,2.9,25503557,1106344,388929,22953,717415,740368
Africa,Tanzania,1992,43.2,15.4,0.2,2.78,2.79,26240313,1133582,404626,4198,728956,733154
Africa,Tanzania,1993,43,15.6,10,2.74,3.74,27114589,1166741,423530,272230,743211,1015441
Africa,Tanzania,1994,42.7,15.8,11.3,2.69,3.82,28159908,1203554,445490,317362,758065,1075427
Africa,Tanzania,1995,42.5,15.4,-1.8,2.71,2.53,29064552,1234081,447885,-52026,786196,734171
Africa,Tanzania,1996,42.6,15.1,-11.2,2.75,1.64,29674398,1265020,448380,-330870,816639,485770
Africa,Tanzania,1997,42.8,14.9,2.4,2.79,3.02,30376572,1298902,452003,71689,846899,918588
Africa,Togo,1988,46.9,12,0,3.49,3.49,3475139,162984,41702,0,121282,121282
Africa,Togo,1989,45.8,11.7,0,3.42,3.42,3597137,164785,41907,0,122878,122878
Africa,Togo,1990,44.8,11.3,0,3.35,3.35,3720792,166505,42008,0,124498,124498
Africa,Togo,1991,43.7,10.9,0,3.28,3.28,3846054,168111,42076,0,126035,126035
Africa,Togo,1992,42.7,10.6,0,3.21,3.21,3972812,169679,42152,0,127527,127527
Africa,Togo,1993,42,10.3,-73.6,3.17,-4.19,3952577,166087,40672,-290910,125415,-165494
Africa,Togo,1994,41.3,10.1,27.9,3.12,5.91,3981991,164257,40099,111018,124158,235176
Africa,Togo,1995,40.1,9.9,18.9,3.02,4.91,4202905,168621,41651,79393,126970,206363
Africa,Togo,1996,39,9.7,14.3,2.93,4.36,4402067,171813,42876,62906,128937,191842
Africa,Togo,1997,38,9.6,4.1,2.84,3.25,4572447,173799,43895,18518,129903,148422
Africa,Tunisia,1988,(NA),(NA),(NA),(NA),(NA),7917820,(NA),(NA),(NA),(NA),(NA)
Africa,Tunisia,1989,(NA),(NA),(NA),(NA),(NA),8080407,(NA),(NA),(NA),(NA),(NA)
Africa,Tunisia,1990,(NA),(NA),(NA),(NA),(NA),8238186,(NA),(NA),(NA),(NA),(NA)
Africa,Tunisia,1991,(NA),(NA),(NA),(NA),(NA),8398112,(NA),(NA),(NA),(NA),(NA)
Africa,Tunisia,1992,(NA),(NA),(NA),(NA),(NA),8557637,(NA),(NA),(NA),(NA),(NA)
Africa,Tunisia,1993,(NA),(NA),(NA),(NA),(NA),8715627,(NA),(NA),(NA),(NA),(NA)
Africa,Tunisia,1994,22.6,5.9,-1.1,1.67,1.56,8867534,200229,52496,-9488,147733,138245
Africa,Tunisia,1995,20.7,5.8,-1.1,1.49,1.38,8998898,186457,52374,-9539,134084,124545
Africa,Tunisia,1996,20.2,5.8,-1,1.44,1.34,9122126,183993,52543,-9487,131450,121963
Africa,Tunisia,1997,18.9,5.7,-1,1.32,1.22,9239267,174715,52849,-9516,121866,112349
